track_id,track_name,artist_id,artist_name_x,album_id,duration,release_date,popularity_x,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,total_followers,genres,popularity_y,release_year,mood_label
0pzEVarX9S2ZFYZFhefZhU,Foolish Heart,2tQbSWgZLIB8MXMnsXVRro,Nina,6xN075I3XzG40aEOzWXERj,275733,2002-08-05,57,0.662,0.227,4.0,-11.978,1.0,0.0274,0.525,0.0,0.112,0.318,85.915,535196,"['dance pop', 'opm']",58,2002,2.0
4UQouEzxPd6xnS1abOFG7D,Cool Down,24fEOzlKhgSNLIcy9NdmwH,James Reid,4QNlreus5mVbQXlqMNX90N,235555,2017-06-16,0,0.804,0.7070000000000001,1.0,-5.707999999999998,0.0,0.0634,0.248,7.64e-05,0.0754,0.453,107.938,297996,"['deep neofolk', 'opm', 'pinoy r&b', 'tagalog rap']",54,2017,3.0
2ZiNCGDMapQzMtnPRVOKZI,Di Makatulog,0jKQrxK2zHqxyOAyIMrUQt,SUD,5rTKoqwiq0QSU31UV3AYSf,329396,2017-06-30,56,0.505,0.393,7.0,-10.425999999999998,1.0,0.027000000000000003,0.257,5.1e-05,0.101,0.262,145.81799999999996,395696,"['opm', 'pinoy rock']",55,2017,2.0
6OeirQ9nVW9zOUkb4QXjxV,Simpleng Tulad Mo,5yVM85m9yNcHO6o0vaaVxW,Daniel Padilla,05IC9N3BKGlU9dC0K8ecKW,225257,2015-01-01,56,0.5720000000000001,0.619,7.0,-6.974,1.0,0.0243,0.0613,0.0,0.155,0.469,93.098,440901,['opm'],56,2015,3.0
6aDYL0klsShJ1NDScruk2G,Stars,4HOEnLufwAqJ2qoJPVnL01,Callalily,3tIU2WCVDgPwnG4MraWwQ6,233306,2006-07-17,59,0.501,0.555,7.0,-7.6720000000000015,1.0,0.0308,0.29600000000000004,2.9600000000000005e-05,0.0859,0.436,126.207,1121352,"['opm', 'pinoy rock', 'tagalog rap']",55,2006,3.0
2EGpIoqoqqJLE0MoowpxhS,On Top,24fEOzlKhgSNLIcy9NdmwH,James Reid,6QGOAQXiZqSbVb4JSZEEgG,280714,2017-07-08,0,0.74,0.6940000000000001,11.0,-5.852,0.0,0.0396,0.259,0.0,0.499,0.293,111.944,297996,"['deep neofolk', 'opm', 'pinoy r&b', 'tagalog rap']",54,2017,2.0
5jpokUp9ZQhRKhGqT19e52,IL2LU,24fEOzlKhgSNLIcy9NdmwH,James Reid,6QGOAQXiZqSbVb4JSZEEgG,244800,2017-07-08,0,0.7240000000000001,0.7340000000000001,11.0,-5.603,0.0,0.0562,0.177,2.24e-05,0.104,0.4970000000000001,99.925,297996,"['deep neofolk', 'opm', 'pinoy r&b', 'tagalog rap']",54,2017,3.0
7IDQ4X3HVYJehCf5DXmckQ,Down Low,24fEOzlKhgSNLIcy9NdmwH,James Reid,6QGOAQXiZqSbVb4JSZEEgG,244210,2017-07-08,0,0.573,0.73,5.0,-4.794,0.0,0.0682,0.208,0.0,0.138,0.546,114.012,297996,"['deep neofolk', 'opm', 'pinoy r&b', 'tagalog rap']",54,2017,3.0
3ojYtYYWWbaRVHW7ckZq7v,Forever,24fEOzlKhgSNLIcy9NdmwH,James Reid,6QGOAQXiZqSbVb4JSZEEgG,235000,2017-07-08,0,0.546,0.613,10.0,-5.455,1.0,0.0442,0.436,0.0,0.0981,0.188,95.911,297996,"['deep neofolk', 'opm', 'pinoy r&b', 'tagalog rap']",54,2017,1.0
1Rw6Wf7t7LW0rnWKMbTFM4,Turning Up,24fEOzlKhgSNLIcy9NdmwH,James Reid,6QGOAQXiZqSbVb4JSZEEgG,229333,2017-07-08,0,0.7140000000000001,0.65,9.0,-5.005,0.0,0.133,0.56,0.0,0.0778,0.202,90.044,297996,"['deep neofolk', 'opm', 'pinoy r&b', 'tagalog rap']",54,2017,1.0
6YdeXX7BK4XBcRXTjOdMwf,The Life,24fEOzlKhgSNLIcy9NdmwH,James Reid,6QGOAQXiZqSbVb4JSZEEgG,218571,2017-07-08,0,0.6759999999999999,0.611,11.0,-5.519,0.0,0.0821,0.7340000000000001,0.0,0.115,0.34700000000000003,111.689,297996,"['deep neofolk', 'opm', 'pinoy r&b', 'tagalog rap']",54,2017,2.0
47x9H20tM4CeIN6jMYgAC9,Mean 2 U,24fEOzlKhgSNLIcy9NdmwH,James Reid,6QGOAQXiZqSbVb4JSZEEgG,317142,2017-07-08,0,0.691,0.737,1.0,-5.606,0.0,0.0605,0.528,0.0,0.09,0.221,111.999,297996,"['deep neofolk', 'opm', 'pinoy r&b', 'tagalog rap']",54,2017,2.0
696Gt2ZDsC1cxXEZo02azD,We Can't Be,4qzcg58jZdJ9ujEI6Cs3Ad,Krissy,6OytFVsgpaEajlaDNvqknF,239364,2014-01-01,44,0.516,0.31,4.0,-12.113,1.0,0.0279,0.565,0.0,0.113,0.33,128.862,14807,['opm'],38,2014,2.0
4FdQYoWFym37QDQ2GkEHi1,It Might Be You - Theme from Everyday I Love You,1t2caVgyabZrVDAlmMGraV,Michael Pangilinan,0obyXODEHnssLgwFovpusL,252969,2015-10-21,65,0.541,0.435,6.0,-7.404,1.0,0.0242,0.314,3.28e-06,0.114,0.242,95.023,1338457,['opm'],58,2015,2.0
46ixegtxjERQMCutmp09Sa,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")",1mcqfNCReSFxun2vIWvC28,KZ Tandingan,3aOj64v2njmsuCiIZmoN7X,280109,2017-07-14,0,0.37,0.434,6.0,-5.935,1.0,0.0311,0.774,1.58e-06,0.0993,0.201,139.839,707716,['opm'],60,2017,1.0
7q85CemkAv4pfW8wM1p9ev,Hiling,6hIZBf6t4Yy8Lrqj7vPYTr,Jake Zyrus,6detI1eZ0Ynj7CnhDBiETo,294058,2017-07-14,25,0.419,0.28800000000000003,7.0,-9.387,1.0,0.0314,0.802,0.0,0.115,0.361,71.615,13716,['opm'],27,2017,2.0
4JSDhJVmo2UqdF7nxbyenn,Kung Wala Ka,6Ww3OMFzCaO33ulKh1LBFN,Hale,4iaCi771IT9I2xwtnXnjlx,242800,2004,65,0.5,0.339,7.0,-7.301,1.0,0.0263,0.71,0.00222,0.108,0.152,136.42700000000002,690303,"['opm', 'pinoy reggae', 'pinoy rock']",61,2004,1.0
3gyEt1vswIEbpQqBs18Lha,Harana,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,29tJR2oXdGAFHMQkcgPUmn,182200,1997,63,0.58,0.159,7.0,-22.087,1.0,0.0569,0.792,1.26e-06,0.108,0.424,151.41899999999995,2544059,"['opm', 'pinoy reggae', 'pinoy rock']",66,1997,3.0
6VCrPY3rpckaEU8KXBITVJ,"Balisong (Theme Song of the Movie ""100 Tula Para Kay Stella"")",1YlibpAvhJBbMZMBwN1KGv,The Juans,52TlOjDkbOctGnQRU5R6PG,229034,2017-07-07,0,0.337,0.494,9.0,-4.607,1.0,0.0307,0.327,0.0,0.135,0.228,158.194,653821,['opm'],59,2017,2.0
2Vsetr5viGzrHDkC222PAT,I Need You More Today,3XEHRbR9NMWfNzQ6TQMS9M,Caleb Santos,7apyuKqNCn83epyR7ImsDN,233728,2016-12-02,0,0.474,0.522,11.0,-7.513,1.0,0.0408,0.36,0.0,0.123,0.448,157.225,34259,['acoustic opm'],48,2016,3.0
3gkwEytdCYIsrFdfEE2ALW,Mahika,7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,7EtszOFGwCmg899C88aPTE,208579,2017-06-17,50,0.545,0.49,1.0,-6.924,1.0,0.0289,0.557,7.69e-05,0.127,0.3720000000000001,139.981,781203,"['opm', 'pinoy singer-songwriter']",60,2017,2.0
2vVW17crZs4KInids0h9SE,241 (My Favorite Song),1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,1LgCV39PaUNSUOhlxZ28qc,272600,2005-12-12,0,0.701,0.312,9.0,-7.707000000000002,1.0,0.0261,0.631,2.14e-06,0.11,0.166,130.159,1274295,"['opm', 'pinoy rock', 'pop rock']",59,2005,1.0
4aUf4lzQ1di5JajZ4a9FuI,"Torete - From ""Love You to the Stars And Back""",0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,3KAsMN6MZGAzb5cEuJBoyH,269583,2017-08-25,46,0.28600000000000003,0.391,2.0,-5.8,1.0,0.03,0.359,0.0,0.18,0.218,174.858,6457183,['opm'],70,2017,1.0
3OpGUlDmRUXh0NkIYWoIlD,Your Song,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,0kV35wyXIJKk04VRG0DdF4,168493,2003,72,0.636,0.159,11.0,-13.117,1.0,0.0549,0.892,0.0,0.112,0.6579999999999999,119.766,2544059,"['opm', 'pinoy reggae', 'pinoy rock']",66,2003,4.0
62WcCjrcvRvRCixFFUPFbl,Love Me Instead,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,4aTjEtidxvtjqo7SQqSCky,208773,2014-08-28,12,0.639,0.399,5.0,-7.351,1.0,0.062,0.32,0.0,0.16,0.6509999999999999,169.68,6457183,['opm'],70,2014,4.0
2FpJL9TwVqUgsRdmMA4PED,Wala Nang Kulang Pa,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,4aTjEtidxvtjqo7SQqSCky,216320,2014-08-28,18,0.6659999999999999,0.679,4.0,-6.02,1.0,0.122,0.479,0.0,0.33,0.511,143.928,6457183,['opm'],70,2014,3.0
1JhRlvSiWkOk8tlUj43ahm,Malayo Na Tayo,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,6wWkX6S5Ly2VFT43euTsda,239143,2017-09-29,46,0.461,0.319,9.0,-9.085,1.0,0.0259,0.38,0.0,0.257,0.438,157.92700000000005,2263543,"['opm', 'pinoy rock']",64,2017,3.0
5Ro6MdZGgce4PEuaFCJYPq,Ligaya,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,0HDclsvr13EmV3DBMSVWPX,269733,1993-12-01,58,0.5589999999999999,0.614,4.0,-11.547,0.0,0.0768,0.415,0.0,0.139,0.662,124.907,2302342,"['opm', 'pinoy reggae', 'pinoy rock']",64,1993,4.0
3llHPPHKJ9bBYh9pg9TBbf,Waterfall,6gK1Uct5FEdaUWRWpU4Cl2,Petit Biscuit,78kW0Aa7AQGNMe7s2JU2ea,207600,2017-09-28,0,0.682,0.5760000000000001,7.0,-8.55,1.0,0.0883,0.4920000000000001,0.0399,0.0933,0.215,119.015,894308,"['new french touch', 'tropical house']",69,2017,1.0
1WtpRQUvbyZAoEchymInA9,"Sundo - From ""The Good Son""",0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,4btU62FgCNgxvPxKkKcwEo,270823,2017-10-06,43,0.436,0.335,11.0,-7.653,0.0,0.0296,0.404,1.72e-06,0.078,0.215,139.942,6457183,['opm'],70,2017,1.0
42nrX5b8ZUYRcw2puNY8tb,Titibo-Tibo,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,3fohbkMVPOLRdarrknL7QB,202452,2017-10-06,41,0.6509999999999999,0.421,10.0,-7.657999999999999,1.0,0.0673,0.855,0.000109,0.0869,0.774,119.866,6457183,['opm'],70,2017,4.0
1ER60P43ftVOLaMRvBfpnt,Don't Know What To Do (Don't Know What To Say),2JEIN1g27pZdm3hKB9EwE5,Mark Carpio,6ZozvLGJfI8IEdQCTeivYc,167086,2017-10-11,60,0.6579999999999999,0.491,1.0,-9.828,1.0,0.0267,0.416,0.0,0.0989,0.16899999999999998,134.191,141722,['opm'],53,2017,1.0
3YQp6N0vdiLEhpqKjRcN2L,Hayaan Mo Sila (Inspired by I'm the One),2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,1f7QMJxxEORZAArm9IZS8X,364076,2017-08-19,0,0.7240000000000001,0.684,5.0,-4.919,1.0,0.0569,0.718,0.0,0.0925,0.765,80.00399999999998,2230523,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",59,2017,4.0
2v5VIWMjZxeiG52KckiXxS,Ikaw Lamang,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,08SEZDvRXrrNs1C2y73MLi,306466,2007,70,0.394,0.623,9.0,-5.029,1.0,0.0384,0.573,0.0,0.0937,0.316,115.003,2263543,"['opm', 'pinoy rock']",64,2007,2.0
6NwUkPYT2BAkfDM5nCRLyi,Parallel Universe,5ebPSE9YI5aLeZ1Z2gkqjn,Clara Benin,2706ROvc9Zl53lUszds8Li,264000,2017-11-24,0,0.534,0.025,4.0,-18.859,1.0,0.0374,0.581,2e-05,0.108,0.179,134.42700000000002,103682,"['opm', 'pinoy indie', 'pinoy singer-songwriter']",51,2017,1.0
1ycpU8beNm9bXKvy7s25Jl,Gitara,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,0SudJuJEQweUzqF3hzeRGx,242826,2005,63,0.768,0.312,7.0,-8.267999999999999,1.0,0.034,0.865,1.09e-05,0.0963,0.633,113.469,2544059,"['opm', 'pinoy reggae', 'pinoy rock']",66,2005,4.0
4UgtdWy4dm7vMVIupUbtMm,Huling Sayaw - Acoustic,4GBFKKuwmZUnAJt6nBal7A,Kamikazee,0HYAcVSUVkfxzHKgHu6DqR,260253,2012,62,0.611,0.308,4.0,-7.999,1.0,0.0272,0.865,0.0,0.125,0.315,135.015,950367,"['opm', 'pinoy pop punk', 'pinoy rock']",60,2012,2.0
7rrVN7f83kwaz2sGxoFnJY,Christmas in Our Hearts,1EHAbA1GMYOfkh9ds9eNfS,Jose Mari Chan,3WPwRhJqWbl9lkv8DDq8jh,207000,1990,66,0.57,0.292,5.0,-14.408,1.0,0.0293,0.841,0.0,0.13699999999999998,0.399,72.53399999999998,301449,"['classic opm', 'opm']",63,1990,2.0
5sLGYJOhLP197nmkaRMMEH,Ngayong Gabi,2G7VQ1kVhVfNagytlousgm,Al James,51UmoT2xdda5pAZcRFMiot,267456,2017-08-14,63,0.865,0.628,2.0,-7.614,0.0,0.14300000000000002,0.594,0.0,0.2,0.433,116.009,478509,"['opm', 'pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",59,2017,3.0
22J11hk99ZEcWGcEc9wszk,Need You,2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,1f7QMJxxEORZAArm9IZS8X,354071,2017-08-19,0,0.637,0.596,1.0,-6.864,1.0,0.127,0.484,0.0,0.102,0.29100000000000004,74.635,2230523,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",59,2017,2.0
6h7bFD49c3lN9uLDxhy2RW,Sana Ngayong Pasko,1GlMjIezcLwV3OFlX0uXOv,Lea Salonga,6ufq0lSP0mWfIDN59cDT2C,225386,2000-11-16,0,0.449,0.188,5.0,-12.525,1.0,0.0418,0.6970000000000001,0.0008119999999999999,0.129,0.0987,70.891,148403,"['hollywood', 'movie tunes', 'show tunes', 'tagalog worship']",61,2000,1.0
3WUEs51GpcvlgU7lehLgLh,Kathang Isip,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,4nQxblVnnFPehg9ujzdJ8L,318814,2017-06-23,71,0.491,0.314,10.0,-8.58,1.0,0.0301,0.7759999999999999,4.76e-06,0.152,0.295,126.921,4386554,['opm'],73,2017,2.0
6PJ2glrMHEZKqc3kqIB7Vz,Star Ng Pasko,0GnuCXvnvVtX5DShryuyp9,Aiza Seguerra,1iTHEdCenvCG7Ei6ezJ3GT,266086,2010-11-05,48,0.536,0.55,1.0,-5.885,1.0,0.0278,0.312,0.0,0.34700000000000003,0.175,91.96,464448,['opm'],53,2010,1.0
2cZGqSAb7EcmpYMVDSYA2J,Ngayong Pasko Magniningning Ang Pilipino,0RHiqaoRCsFLPeEuj3OQz4,Gary Valenciano,1iTHEdCenvCG7Ei6ezJ3GT,274811,2010-11-05,47,0.615,0.597,0.0,-8.783999999999999,1.0,0.0318,0.612,0.0,0.0657,0.353,99.988,767177,"['classic opm', 'opm', 'papuri', 'pinoy praise']",57,2010,2.0
7d4pHMrw88IiRWYGD7bNOb,Sa Araw Ng Pasko,2H4bbbOohoe9zhqEsiRi7j,ABS-CBN Music All Star,2FMIiVa2AyQ7Xoo6wU8Wuh,284920,1998-10-02,54,0.518,0.332,1.0,-11.726,1.0,0.0287,0.208,0.0,0.121,0.24,130.259,7373,['opm'],59,1998,2.0
0NbnppAuYICbnu6opbe18F,Kwento Ng Pasko,2H4bbbOohoe9zhqEsiRi7j,ABS-CBN Music All Star,6qLQzrlhbTEhw7VuGVzs9E,487578,2016-01-01,58,0.522,0.752,1.0,-4.507,1.0,0.0284,0.0805,0.000722,0.109,0.289,100.024,7373,['opm'],59,2016,2.0
6ZDueLAHQXEGfgR3piQ0i1,Pasko Sa Pinas,0DnjaQqb436AH1idffI6CQ,Yeng Constantino,7ynUgOvDupKPoNUAzPEZ4I,261985,2007-11-16,53,0.6679999999999999,0.595,2.0,-5.8820000000000014,1.0,0.0399,0.391,0.0,0.16399999999999998,0.487,133.816,2086047,['opm'],60,2007,3.0
3EbXTGemXMJGiulLHooO9A,Give Love on Christmas Day,5yVM85m9yNcHO6o0vaaVxW,Daniel Padilla,2X8iUzrWriZYyIcNhSletz,197440,2015-01-01,47,0.626,0.453,8.0,-6.497000000000001,1.0,0.0237,0.303,0.0,0.0439,0.468,75.005,440901,['opm'],56,2015,3.0
0EkPuwTCZxRPpOHT4AvGgE,"Thank You, Ang Babait Ninyo",11W91yRxIo7Mw75LClgrGx,Lyca Gairanod,7Ht3nGLnt1FdmrgND4NZw3,352000,2014-01-01,0,0.615,0.62,2.0,-6.2860000000000005,1.0,0.0249,0.207,0.0,0.134,0.5,94.014,23018,[],38,2014,3.0
1xbJ8LIHgUclqlTx4cyEG9,Da Best Ang Pasko Ng Pilipino,2aiQfmxcWSx7RrqSVbhiFX,Maria Aragon,1Eu48dRaF9VEv66x09qSkZ,274158,2011-11-15,55,0.604,0.598,5.0,-6.334,1.0,0.0468,0.459,0.0,0.107,0.493,135.747,875,[],38,2011,3.0
3JwOoXNE5S1j4vz9iSL37S,Mary's Boy Child,1EHAbA1GMYOfkh9ds9eNfS,Jose Mari Chan,3WPwRhJqWbl9lkv8DDq8jh,239333,1990,56,0.583,0.297,10.0,-15.487,1.0,0.0301,0.8340000000000001,5.77e-06,0.232,0.459,106.364,301449,"['classic opm', 'opm']",63,1990,3.0
6z4xX7Yv04TvNYb73YyCUK,Little Drummer Boy,7vjoSmk5jVvRXNiKIDMox1,Alisah Bonaobra,7rrvV73ymSAYe87ikCe0sR,218602,2015-11-06,42,0.6920000000000001,0.409,1.0,-9.255,1.0,0.0532,0.584,0.00427,0.111,0.248,135.981,1747,[],31,2015,2.0
7segkq8uZLqiORlsjgaQMA,Kumukutikutitap,0YaTdozvKSQ2UkOTTONmSJ,Rachelle Ann Go,6RVxzEP6tY0ktPKlZtOlFu,146613,2012-09-17,0,0.736,0.55,5.0,-8.837,0.0,0.0393,0.53,3.52e-06,0.0957,0.608,134.998,399614,['opm'],51,2012,4.0
2oNaPHo4Z5henj2aYuyL5t,Have Yourself A Merry Little Christmas,5EUahD2aecNM2phblhyVFi,Bamboo,5SMnMMNtTkmC4jXaSVT1uV,266602,2017-10-17,22,0.565,0.561,8.0,-8.174,1.0,0.0282,0.0944,0.0282,0.12,0.17800000000000002,95.099,6520,[],28,2017,1.0
6LivYvzWanzTQm8Tm3aTsa,Pasko Na Sinta Ko,0RHiqaoRCsFLPeEuj3OQz4,Gary Valenciano,1xi5bo7CCSxIVySX4dLknK,246735,1996,55,0.279,0.0824,7.0,-21.409,1.0,0.0338,0.735,0.000227,0.0685,0.0942,81.25399999999998,767177,"['classic opm', 'opm', 'papuri', 'pinoy praise']",57,1996,1.0
0KaUTLgQTHW0hIRi9vuPEF,Christmas Bonus,65kpH75MFCBJhLy7qvVl6A,Aegis,58VzKzgs9u4lbIa1ofBMNZ,225560,2000-11-29,54,0.654,0.772,9.0,-9.803,0.0,0.0313,0.325,2.49e-05,0.388,0.972,132.808,177452,"['classic opm', 'opm']",53,2000,4.0
3wBcrPHByBidLaFiroUBMc,O Holy Night,3wNylAjJX1PiCpMKx8Lrfp,Regine Velasquez,5L2dEG9wVQx7yGHU9Kg2p1,269600,2002-10-29,0,0.313,0.136,8.0,-13.35,1.0,0.0371,0.89,9.1e-06,0.0713,0.198,81.391,1232774,"['classic opm', 'opm']",61,2002,1.0
3nmRSlzR7xtAo95GjfIahZ,Bibingka,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,4fvqIgslOvrYh0aQWwWOK4,306066,2016-10-20,58,0.35600000000000004,0.229,8.0,-11.985,1.0,0.0328,0.797,0.0,0.112,0.431,204.074,4386554,['opm'],73,2016,3.0
1s5ggQsYhH2TNhm5ZAO108,Have Yourself a Merry Little Christmas,4w9rFB4pUAUO3OloDQ6wn7,Jamie Rivera,03LW0FVIg1Apsc9Vw0kSBJ,249234,2013-01-01,23,0.379,0.207,6.0,-11.184,1.0,0.0274,0.721,1.01e-05,0.209,0.129,65.95100000000001,112253,"['classic opm', 'opm', 'papuri', 'pinoy praise']",49,2013,1.0
4dTIX4OfjS2uEIRukvNuOB,A Christmas Song for You,1EHAbA1GMYOfkh9ds9eNfS,Jose Mari Chan,4kvSYmcz7B2v63wHA2HV8c,200266,2012-10-29,48,0.193,0.37,6.0,-10.554,0.0,0.0334,0.674,0.0,0.247,0.202,182.545,301449,"['classic opm', 'opm']",63,2012,1.0
0qt9ivU6UEP3YdNUiZsnYR,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack",0u4G1K1CSzcp5PZ6G6FIGu,Darren Espanto,0TXpE1J3GKy0c03GRKEfof,236283,2017-12-15,0,0.556,0.625,0.0,-7.178,1.0,0.037000000000000005,0.336,0.0,0.11,0.403,104.913,407596,['opm'],50,2017,3.0
4oKm2T5Na9YIK4BaG7u4jK,Electric Gold,0lslA51eKXwTUY0TSX9Emy,Marion Aunor,4We5uagR7P5Ki9oF9f8GKE,259813,2017-09-08,14,0.6729999999999999,0.86,5.0,-2.984,1.0,0.0329,0.112,0.000424,0.0671,0.249,118.026,31171,['opm'],44,2017,2.0
4q87NbtlqbiGK7qcLDMXj5,No Games (feat. Skusta Clee),2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,1f7QMJxxEORZAArm9IZS8X,329432,2017-08-19,0,0.6940000000000001,0.52,5.0,-8.359,0.0,0.0794,0.209,0.0,0.204,0.416,99.019,2230523,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",59,2017,3.0
08sQknOKXt3Thw6kw3pUu1,Walang Tayo,2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,1f7QMJxxEORZAArm9IZS8X,221723,2017-08-19,0,0.8370000000000001,0.5820000000000001,1.0,-6.561,1.0,0.0377,0.28,0.0,0.0803,0.669,129.995,2230523,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",59,2017,4.0
5UhpceEr5XmbVwyoIUIRnh,Hanggang Kailan - Umuwi Ka Na Baby,1EUmQM6xgUQLUkJVcvSdey,Orange & Lemons,0S0yaR1MiuHfyAZPAtChVc,261866,2005-03-24,64,0.556,0.674,0.0,-5.563,1.0,0.0296,0.116,2.19e-06,0.226,0.399,146.433,594563,"['opm', 'pinoy indie', 'pinoy rock']",54,2005,2.0
59tadG64uM64WcCcUDGpkB,Di Ako Fuckboy (feat. Agsunta),2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,1f7QMJxxEORZAArm9IZS8X,271123,2017-08-19,0,0.6409999999999999,0.381,7.0,-12.189,1.0,0.0431,0.809,0.0,0.201,0.536,91.052,2230523,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",59,2017,3.0
5hCJIUsAqjKFlvKrvCcUIb,Need You,3xbpJdoJDLAfYn3ZeLlukg,Bosx1ne,5RwnUKpQTBJCgJrS9jJin8,354071,2017-01-21,62,0.637,0.596,1.0,-6.864,1.0,0.127,0.484,0.0,0.102,0.29100000000000004,74.635,141359,"['pinoy hip hop', 'pinoy r&b', 'tagalog rap']",54,2017,2.0
493h85YXHYDKA9jXhUxajA,No Games (feat. King Badger & Skusta Clee),2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,1T64gDVSKpZd7uAzCtDL1a,329432,2016-09-25,56,0.8,0.526,0.0,-8.344,0.0,0.0473,0.174,0.0,0.203,0.489,99.019,2230523,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",59,2016,3.0
42pSuQfjbOQ63EoBjEjWQQ,Di Ako Fuckboy (feat. Agsunta),2U5mF0PZqGu6glnz55yY0y,John Roa,59XkeASPB6jWvhcoqsCVLV,271123,2017-06-01,53,0.6409999999999999,0.381,7.0,-12.189,1.0,0.0431,0.809,0.0,0.201,0.536,91.052,1012054,['opm'],62,2017,3.0
1iV24xOkfxyD2Jb0NCC1Fj,"Come with Me (feat. Bosx1ne, Flow-G, King Badger & Jroa)",2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,5eMwpHWNJ5j92ouBflLaaa,340606,2017-04-13,55,0.555,0.448,0.0,-9.133,1.0,0.363,0.527,3.65e-05,0.0497,0.7490000000000001,65.757,2230523,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",59,2017,4.0
2s0J4vET9yA9oBDAWQWZzy,Tell Me,2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,3qxndUfYdozuLtLxo2eWXk,299730,2016-12-06,52,0.815,0.677,2.0,-6.256,1.0,0.0614,0.5379999999999999,0.0,0.104,0.908,100.019,2230523,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",59,2016,4.0
0KeZ6mv7rL5wfF7TuxSUdk,Pahinga,2G7VQ1kVhVfNagytlousgm,Al James,1YBSzwtL5iFhI26fmovaIb,223584,2017-01-27,58,0.785,0.647,11.0,-6.577000000000001,0.0,0.0785,0.722,5.03e-05,0.102,0.505,106.072,478509,"['opm', 'pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",59,2017,3.0
7MrDfa1uQGVXx0JMZ2u5tN,Hayaan Mo Sila,2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,12DwmRcztX6NAZR0vQsYUF,367229,2018-01-13,60,0.708,0.7040000000000001,5.0,-4.747,1.0,0.0624,0.71,0.0,0.066,0.71,80.018,2230523,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",59,2018,4.0
0qiOvJj5gzSnrG0i4ntVqC,St4y Up,17Do37U0HEbxu1tOrKH8dL,Nadine Lustre,6Fvf5OiBVlDmC7c7APEupw,201509,2018-01-19,0,0.815,0.578,11.0,-7.4220000000000015,1.0,0.047,0.411,0.00474,0.118,0.5479999999999999,105.993,206158,"['opm', 'pinoy r&b']",50,2018,3.0
6LJ1p1h5EcMK4VPeCLDSoF,Nadarang,6ogIjp0fsbUxlqy9q2rvrT,Shanti Dope,7MCYCgE6fQHYkhj29FHRcY,232960,2017-12-08,65,0.8390000000000001,0.535,1.0,-6.9689999999999985,1.0,0.0799,0.609,0.0,0.115,0.693,118.008,1125823,"['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",58,2017,4.0
0BkKdJSpKqzYLEneerSHq3,Mau,6ogIjp0fsbUxlqy9q2rvrT,Shanti Dope,3azHsuEOzhMum29QnZUDqK,267013,2017-12-22,56,0.825,0.76,4.0,-5.2860000000000005,0.0,0.0352,0.154,0.000346,0.079,0.537,125.069,1125823,"['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",58,2017,3.0
